id;time;Euler1;Euler2;Euler3;Quat1;Quat2;Quat3;Quat4;Gyro1;Gyro2;Gyro3
201;03.20.55;213,562;-74,75;-22,625;0,694641;-0,345764;0,509216;0,372375;0,00333333;-0,115556;-0,121111
202;03.21.55;205,5;-79,375;4,1875;0,650635;-0,333374;0,545288;0,410095;-0,00111111;0;-0,0811111
203;03.22.55;210,437;-78,5625;-5,625;0,67157;-0,325439;0,543762;0,383972;-0,0655555;-0,0533333;0,0255556
204;03.23.55;205,75;-77,0625;-1,5625;0,662292;-0,334778;0,525818;0,41571;-0,107778;0,04;0,00333333
205;03.24.55;198,938;-73,1875;22,125;0,64801;-0,29364;0,529175;0,462402;-0,0566667;-0,0777778;0,151111
206;03.25.55;192,188;-67,8125;36,0625;0,628601;-0,252991;0,532532;0,507202;-0,0255556;0,0533333;-0,0344444
207;03.26.55;187,625;-60,5625;41;0,622925;-0,200134;0,524231;0,544983;0,03;-0,0733333;-0,0544444
208;03.27.55;189,063;-61,75;40,8125;0,626831;-0,204041;0,528503;0,534912;-0,0566667;-0,0266667;0,0766667
209;03.28.55;186,187;-58,3125;46,3125;0,614441;-0,172913;0,537354;0,551147;-0,0788889;0,08;0,0922222
210;03.29.55;181,5;-53,3125;49,9375;0,595947;-0,139343;0,537231;0,580322;-0,01;-0,0622222;0,00333333
211;03.30.55;185,687;-56,25;46,75;0,61615;-0,155273;0,534607;0,55719;-0,0277778;0;0,0411111
212;03.31.55;187,062;-58,625;48,1875;0,615234;-0,167419;0,546326;0,543152;-0,0344444;-0,0311111;-0,0166667
213;03.32.55;178,5;-56,0625;55,4375;0,566345;-0,168457;0,559937;0,580811;0,0366667;-0,00444444;-0,0366667
214;03.33.55;171,75;-51,75;53,5625;0,541382;-0,161804;0,538818;0,624817;0,0588889;0,0866666;0,03
215;03.34.55;167,625;-47,875;56,1875;0,519409;-0,138245;0,542664;0,645447;0,0166667;-0,0377778;0,116667
216;03.35.55;253,75;-41,5625;52,3125;0,512207;-0,103088;0,510742;0,682739;0,0722222;0,0844444;-0,168889
217;03.36.55;244,125;-36,1875;59,0625;0,446594;-0,0793457;0,535217;0,712585;0,00111111;0,0133333;-0,0188889
218;03.37.55;237,375;-32,25;64,3125;0,396729;-0,0620728;0,55957;0,725037;-0,0411111;0,0644444;0,0322222
219;03.38.55;232,5;-30,125;67,6875;0,36084;-0,0595093;0,576477;0,730713;-0,0966667;-0,00666667;-0,107778
220;03.39.55;228,625;-29,375;65,375;0,340027;-0,0736084;0,559753;0,752075;0,0388889;-0,00444444;0,0144444
